subject_id activity_name time_body_accelerometer_mean_x time_body_accelerometer_mean_y time_body_accelerometer_mean_z time_body_accelerometer_std_x time_body_accelerometer_std_y time_body_accelerometer_std_z time_gravity_accelerometer_mean_x time_gravity_accelerometer_mean_y time_gravity_accelerometer_mean_z time_gravity_accelerometer_std_x time_gravity_accelerometer_std_y time_gravity_accelerometer_std_z time_body_accelerometer_jerk_mean_x time_body_accelerometer_jerk_mean_y time_body_accelerometer_jerk_mean_z time_body_accelerometer_jerk_std_x time_body_accelerometer_jerk_std_y time_body_accelerometer_jerk_std_z time_body_gyroscope_mean_x time_body_gyroscope_mean_y time_body_gyroscope_mean_z time_body_gyroscope_std_x time_body_gyroscope_std_y time_body_gyroscope_std_z time_body_gyroscope_jerk_mean_x time_body_gyroscope_jerk_mean_y time_body_gyroscope_jerk_mean_z time_body_gyroscope_jerk_std_x time_body_gyroscope_jerk_std_y time_body_gyroscope_jerk_std_z time_body_accelerometer_magnitude_mean time_body_accelerometer_magnitude_std time_gravity_accelerometer_magnitude_mean time_gravity_accelerometer_magnitude_std time_body_accelerometer_jerk_magnitude_mean time_body_accelerometer_jerk_magnitude_std time_body_gyroscope_magnitude_mean time_body_gyroscope_magnitude_std time_body_gyroscope_jerk_magnitude_mean time_body_gyroscope_jerk_magnitude_std frequency_body_accelerometer_mean_x frequency_body_accelerometer_mean_y frequency_body_accelerometer_mean_z frequency_body_accelerometer_std_x frequency_body_accelerometer_std_y frequency_body_accelerometer_std_z frequency_body_accelerometer_jerk_mean_x frequency_body_accelerometer_jerk_mean_y frequency_body_accelerometer_jerk_mean_z frequency_body_accelerometer_jerk_std_x frequency_body_accelerometer_jerk_std_y frequency_body_accelerometer_jerk_std_z frequency_body_gyroscope_mean_x frequency_body_gyroscope_mean_y frequency_body_gyroscope_mean_z frequency_body_gyroscope_std_x frequency_body_gyroscope_std_y frequency_body_gyroscope_std_z frequency_body_accelerometer_magnitude_mean frequency_body_accelerometer_magnitude_std frequency_body_bodyaccelerometer_jerk_magnitude_mean frequency_body_bodyaccelerometer_jerk_magnitude_std frequency_body_bodygyroscope_magnitude_mean frequency_body_bodygyroscope_magnitude_std frequency_body_bodygyroscope_jerk_magnitude_mean frequency_body_bodygyroscope_jerk_magnitude_std
1 LAYING 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.826061401628 -0.2488817982799999 0.70554977346 0.4458177198 -0.8968300184 -0.90772000676 -0.85236629022 0.0810865341999999 0.0038382040088 0.010834236361 -0.958482112 -0.9241492736 -0.9548551108 -0.016553093978 -0.064486124088 0.14868943626 -0.87354386782 -0.9510904402 -0.9082846626 -0.107270949192 -0.04151728689 -0.0740501211 -0.9186085208 -0.9679072436 -0.9577901596 -0.8419291525 -0.79514486386 -0.8419291525 -0.79514486386 -0.9543962646 -0.9282456284 -0.874759548 -0.81901016976 -0.96346103 -0.9358409828 -0.9390990524 -0.8670652051800001 -0.8826668762 -0.9244374346 -0.8336255561 -0.81289155944 -0.9570738838 -0.9224626098 -0.9480609042 -0.9641607086 -0.9322178704 -0.9605869872 -0.850249174586 -0.9521914948 -0.909302721 -0.8822964508 -0.9512320494 -0.9165825082 -0.8617676481 -0.7983009404000001 -0.9333003608 -0.9218039756 -0.8621901853999999 -0.82431943968 -0.9423669466 -0.9326606676
1 SITTING 0.2612375654255319 -0.0013082876517021 -0.1045441822553191 -0.9772290082978724 -0.9226186419148936 -0.9395862910638298 0.8315099334042553 0.204411592680851 0.3320437027659574 -0.9684571457446808 -0.9355170559574468 -0.9490409331914892 0.0774825199574468 -0.0006191027851063 -0.0033677923502127 -0.9864307112765958 -0.9813719653191488 -0.9879108044680852 -0.0453500565127659 -0.0919241549361702 0.0629313811914893 -0.9772112831914892 -0.966473895319149 -0.9414259208510638 -0.0936793807234042 -0.0402118124255319 -0.046702627 -0.9917315921276596 -0.9895180685106384 -0.9879358063829788 -0.9485367861702126 -0.9270784187234042 -0.9485367861702126 -0.9270784187234042 -0.987364195531915 -0.9841200240425532 -0.93089249 -0.934531840425532 -0.9919763412765956 -0.9883087285106384 -0.9796412387234044 -0.944084550425532 -0.9591848891489362 -0.9764123131914894 -0.9172750063829788 -0.9344695580851065 -0.9865970225531916 -0.9815794670212766 -0.9860530923404256 -0.9874929944680853 -0.982513909574468 -0.9883391848936168 -0.9761614640425532 -0.9758385853191488 -0.9513155444680852 -0.9779042270212766 -0.9623450425531916 -0.9439178410638296 -0.9477829225531916 -0.9284448017021276 -0.9852621268085108 -0.9816061774468084 -0.958435589361702 -0.932198374893617 -0.9897975472340426 -0.9870496172340424
1 STANDING 0.2789176290566038 -0.0161375901037735 -0.110601817735849 -0.995759901509434 -0.9731900564150944 -0.979775876981132 0.9429520003773584 -0.2729838322641509 0.0134905823226415 -0.9937629850943396 -0.9812259579245284 -0.9763240635849056 0.0753766542264151 0.0079757309283018 -0.0036852495470943 -0.994604542264151 -0.9856487324528302 -0.9922511773584906 -0.0239877347979245 -0.059397220981132 0.074800751 -0.9871919466037736 -0.98773444 -0.980645626981132 -0.0996092129056603 -0.0440627877924528 -0.0489505466716981 -0.992945106981132 -0.9951379173584906 -0.9921084671698112 -0.9842782073584904 -0.9819429288679246 -0.9842782073584904 -0.9819429288679246 -0.9923677905660376 -0.9930962094339624 -0.9764937928301888 -0.9786900286792451 -0.9949667905660378 -0.9947332386792452 -0.9952499326415096 -0.9770708477358492 -0.9852970986792452 -0.9960283450943396 -0.9722931020754716 -0.9779372596226416 -0.9946307973584906 -0.9854187045283018 -0.990752166037736 -0.995073759245283 -0.9870182267924528 -0.9923498181132074 -0.986386786037736 -0.9889844558490566 -0.9807731228301888 -0.9874971286792452 -0.9871077277358492 -0.98234533 -0.9853563611320756 -0.9823138047169812 -0.9925424775471696 -0.9925360033962264 -0.9846176233962264 -0.9784660720754716 -0.9948153769811322 -0.9946711232075472
1 WALKING 0.2773307587368421 -0.0173838185273684 -0.1111481035473684 -0.2837402588421052 0.1144613367473684 -0.2600279022105263 0.9352232014736842 -0.2821650212631579 -0.068102864 -0.9766096425263158 -0.9713059614736844 -0.9477172261052632 0.0740416333157894 0.028272109588421 -0.0041684061778947 -0.1136156024357894 0.067002500768421 -0.5026997885263158 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.4735354858947369 -0.0546077686594736 -0.3442666294736842 -0.0899975423705263 -0.0398428709463157 -0.0461309295021052 -0.2074218547578947 -0.3044685106315789 -0.4042554526315789 -0.1369711765568421 -0.2196886456315789 -0.1369711765568421 -0.2196886456315789 -0.1414288090315789 -0.0744717500625263 -0.1609795525368421 -0.1869783645263157 -0.2987036790842105 -0.3253248788947368 -0.2027943063263158 0.0897127264021052 -0.3315601177894737 -0.3191347195789474 0.056040006846 -0.2796867514947368 -0.1705469645495789 -0.0352255241130631 -0.4689992246315789 -0.1335866063263158 0.106739857136 -0.5347134404210526 -0.3390321971157894 -0.1030594164347368 -0.2559409403157894 -0.5166919387368422 -0.033508159788421 -0.4365622274736842 -0.1286234506294736 -0.3980325868421053 -0.0571194000343157 -0.1034924030021052 -0.1992525689863157 -0.3210179538947368 -0.3193085937789474 -0.3816019117894737
1 WALKING_DOWNSTAIRS 0.2891883204081633 -0.009918504610204 -0.1075661909081632 0.0300353383483877 -0.0319359434489795 -0.2304342132040816 0.9318744189795918 -0.2666103389795918 -0.0621199585938775 -0.950559811632653 -0.937018658979592 -0.8959396951020409 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.0122838605448979 -0.1016013906408163 -0.3457350323265306 -0.0350781902989795 -0.0909371290204081 0.0900850142030612 -0.4580305429387755 -0.1263491949387755 -0.1247024542428571 -0.0739592036271428 -0.0439902783367346 -0.0270461061061224 -0.4870273422448979 -0.2388248275306122 -0.2687614802428571 0.0271882914106122 0.0198843506265306 0.0271882914106122 0.0198843506265306 -0.0894474807979592 -0.0257877197081632 -0.0757412543673469 -0.2257243680612244 -0.2954638433469387 -0.3065106455306122 0.0382291831510204 0.0015499078359183 -0.2255744716938775 0.0243308391387755 -0.1129637399530612 -0.2979278946938775 -0.0276638676122449 -0.1286671576489796 -0.2883347357142857 -0.086327896640204 -0.134580008877551 -0.4017214642857143 -0.3524496313632653 -0.0557022524693877 -0.0318694271979591 -0.4954224861020407 -0.1814147286571428 -0.2384435653061224 0.0965845343040816 -0.1865303010734693 0.026218494932653 -0.1040522607265306 -0.1857202857448979 -0.398350390122449 -0.281963359177551 -0.3919198766122448
1 WALKING_UPSTAIRS 0.2554616896226415 -0.0239531492643396 -0.0973020020943396 -0.3547080250943396 -0.0023202650169811 -0.0194792388471698 0.8933510975471698 -0.3621533643396226 -0.0754029397547169 -0.9563670279245282 -0.9528492332075472 -0.9123794103773584 0.1013727299226415 0.0194863076188679 -0.0455625449113207 -0.446843887735849 -0.3782744260377358 -0.7065935309433963 0.0505493797547169 -0.1661700150886792 0.0583595463981132 -0.5448711045283019 0.0041051837981132 -0.5071686749056604 -0.1222327680113207 -0.0421485884509433 -0.0407125527654717 -0.614786508490566 -0.6016966562264151 -0.606332002264151 -0.129927630735849 -0.324970929245283 -0.129927630735849 -0.324970929245283 -0.466503446226415 -0.4789916220754717 -0.1267355899698113 -0.1486193180528301 -0.5948828650943396 -0.6485530443396227 -0.4043217841509434 -0.1909767208113207 -0.4333497020754717 -0.3374281886792453 0.0217695106566037 0.0859565543849056 -0.4798752456603773 -0.4134445875471698 -0.6854743539622641 -0.4619070258490566 -0.3817770652830189 -0.726040200754717 -0.4926116679245283 -0.3194746090566037 -0.4535972130188679 -0.5658924907547169 0.1515389055660377 -0.57170784 -0.3523959447169811 -0.4162601015094339 -0.4426521624528302 -0.5330598537735849 -0.3259614573962264 -0.1829855182641509 -0.6346650820754717 -0.6939305215094339
2 LAYING 0.2813734039583333 -0.0181587397583333 -0.1072456104166666 -0.9740594647916666 -0.98027739875 -0.984233296875 -0.509754238125 0.752536639375 0.6468348795833333 -0.9590144414583333 -0.9882118652083332 -0.984230418125 0.0825972511666666 0.012254788451875 -0.0018026489562499 -0.98587216875 -0.98317254125 -0.988442014375 -0.01847660675 -0.1118008245833333 0.1448828461041666 -0.9882752329166666 -0.9822916089583332 -0.9603065604166666 -0.1019741342083333 -0.0358590176083333 -0.0701783020833333 -0.9932358491666666 -0.9895675379166669 -0.98803582125 -0.9774354852083332 -0.9728739129166668 -0.9774354852083332 -0.9728739129166668 -0.9877416960416668 -0.98551807625 -0.9500115695833332 -0.9611640539583334 -0.9917670741666668 -0.9897180952083334 -0.9767250597916668 -0.9798008779166666 -0.984380981875 -0.9732464820833332 -0.981025105625 -0.984792185 -0.9858136308333334 -0.9827682504166666 -0.9861971345833332 -0.9872502558333331 -0.9849873929166666 -0.9893453685416668 -0.9864311425 -0.9833216354166666 -0.9626718875 -0.9888606858333334 -0.9819106164583332 -0.9631742222916668 -0.9751101964583334 -0.9751213879166666 -0.9853741147916668 -0.9845684891666666 -0.9721129727083334 -0.96109837875 -0.9902487022916668 -0.9894926604166666
2 SITTING 0.2770873517391304 -0.0156879937282608 -0.1092182724565217 -0.9868222795652174 -0.9507044991304348 -0.9598281717391304 0.9404772730434784 -0.1056300244987826 0.1987267687608696 -0.9799887608695652 -0.9567502730434784 -0.9544158730434784 0.0722564387173913 0.0116954511323913 0.0076054692986956 -0.9880558541304348 -0.9779839554347826 -0.9875182117391303 -0.0454706620434782 -0.0599286797043478 0.0412277462173913 -0.985742027826087 -0.9789195269565216 -0.9598037086956522 -0.0936328412826087 -0.0415602029130434 -0.0435850966499999 -0.9897090230434782 -0.9908896147826088 -0.985542325652174 -0.9678936239130436 -0.9530814441304348 -0.9678936239130436 -0.9530814441304348 -0.9867747130434784 -0.9844758680434784 -0.946035087173913 -0.9613136241304348 -0.9910814939130436 -0.9895949195652172 -0.985803840652174 -0.957343498478261 -0.9701621726086956 -0.98736209 -0.9500737541304348 -0.9568628641304348 -0.987848793695652 -0.9771397028260868 -0.9851290502173912 -0.9894591073913044 -0.9808042284782608 -0.9885708041304349 -0.9826213895652174 -0.9821009236956522 -0.9598148223913044 -0.9868085015217392 -0.9773561886956522 -0.9635226597826086 -0.9612737482608696 -0.955575602173913 -0.9838746989130436 -0.9841241858695652 -0.9718405960869564 -0.9613857452173912 -0.9898619508695652 -0.9896329089130436
2 STANDING 0.2779114722222222 -0.0184208270166666 -0.1059085360555555 -0.9872718892592592 -0.9573049892592592 -0.9497418512962962 0.8969285668518518 -0.3700626968518519 0.1297471612222222 -0.9866858187037038 -0.9741944203703704 -0.9459270787037036 0.0747588597592592 0.0103291774794444 -0.0083715884672222 -0.9810857155555556 -0.9710594396296296 -0.9828414464814814 -0.0238623875712962 -0.0820396577592592 0.0878351695481481 -0.9729986298148148 -0.9714419964814816 -0.964856701851852 -0.1055621578888889 -0.042241953537037 -0.0546539479425925 -0.9793240007407408 -0.9834472585185184 -0.9736101183333332 -0.9658751812962962 -0.957874965 -0.9658751812962962 -0.957874965 -0.9804890774074074 -0.9766752801851852 -0.963466341851852 -0.9539433803703704 -0.9839519042592592 -0.9772044277777778 -0.9839467398148148 -0.9598716974074074 -0.9624711957407408 -0.9890564698148148 -0.9579088422222222 -0.9464335835185186 -0.9809732416666668 -0.970851337962963 -0.979775152037037 -0.9830079237037036 -0.9735202411111112 -0.9845999051851853 -0.967037112037037 -0.972576152962963 -0.9606276961111112 -0.9749881246296296 -0.9710360503703704 -0.9697542957407408 -0.9640521664814814 -0.9605193814814816 -0.9770652955555555 -0.97516046 -0.9617759048148148 -0.9567887257407408 -0.9778498274074074 -0.9777542981481482
2 WALKING 0.2764265864406779 -0.0185949199145762 -0.1055003579661017 -0.4236428384745763 -0.0780912533118644 -0.4252575249152542 0.9130173333898304 -0.34660709 0.084727087118644 -0.9726932013559322 -0.972116879661017 -0.9720728476271188 0.0618080696279661 0.0182492679288135 0.0078953370661016 -0.277530462620339 -0.0166022362847457 -0.5860904189830508 -0.0530258157347457 -0.0482382316949152 0.0828336633220339 -0.5615502557627119 -0.5384536677966102 -0.4810855350847457 -0.0818833429152542 -0.0538299449067796 -0.0514939156830508 -0.3895498315254237 -0.634140436101695 -0.4354926772881355 -0.2904075937288135 -0.4225441693220339 -0.2904075937288135 -0.4225441693220339 -0.2814241538813559 -0.1641509851271186 -0.4465490928813559 -0.5530199162711864 -0.547911950338983 -0.5577981513559322 -0.3460481610169492 -0.0219048103322033 -0.4538063698305085 -0.4576513837288135 -0.1692196862033898 -0.4552221464406779 -0.3046153228813559 -0.0787640836610169 -0.554956709661017 -0.3143130634067796 -0.0153329520084745 -0.6158981884745762 -0.4297135361016949 -0.5547721122033897 -0.3966599074576271 -0.6040530191525424 -0.5330469525423729 -0.5598566350847458 -0.3242894279322033 -0.5771052116949152 -0.1690643528135593 -0.1640919694491525 -0.5307048147457627 -0.651792839661017 -0.5832492933898306 -0.5581045547457628
